budget,id,original_language,original_title,popularity,release_date,revenue,runtime,vote_average,vote_count
2500000,126509,en,2016: Obama's America,0.973582,13/07/2012,33400000,87,4.6,19
0,9591,en,That Thing You Do!,14.885388,04/10/1996,34585416,108,6.8,225
2500000,10676,en,Halloween III: Season of the Witch,12.030456,22/10/1982,14400000,98,5,229
2500000,1687,en,Escape from the Planet of the Apes,18.30961,20/05/1971,12348905,98,6.3,264
2500000,24748,en,Hud,6.82919,29/05/1963,10000000,112,7.5,66
0,181330,en,Kevin Hart: Let Me Explain,9.799357,03/07/2013,32230907,74,7.1,95
2500000,468,en,My Own Private Idaho,10.363642,17/10/1991,0,104,7.1,212
2500000,401,en,Garden State,30.583959,28/07/2004,26781723,102,7.1,618
2500000,76,en,Before Sunrise,23.672571,27/01/1995,5535405,105,7.7,959
0,50538,fr,Sur le seuil,0.205034,03/10/2003,0,100,6.9,8
0,25636,en,Jesus' Son,5.581743,05/09/1999,0,107,6.7,22
0,19316,en,Saving Face,2.487255,12/09/2004,0,91,6.8,32
0,21074,en,Brick Lane,0.262135,16/11/2007,0,102,5.2,15
2500000,84329,en,Robot & Frank,23.419061,16/08/2012,3325038,85,6.8,450
0,20,en,My Life Without Me,7.958831,07/03/2003,9726954,106,7.2,77
2500000,157386,en,The Spectacular Now,25.722747,02/08/2013,6854611,95,6.8,1048
0,13007,en,Religulous,9.774126,01/10/2008,0,101,7.2,197
0,13518,en,Fuel,0.197469,14/11/2008,0,90,7,3
0,116584,en,Valley of the Heart's Delight,0.142255,24/04/2006,0,100,7,1
2500000,46849,en,Eye of the Dolphin,0.301884,24/08/2007,71904,100,7.1,7
0,40428,en,8: The Mormon Proposition,0.424957,01/01/2010,0,80,5.5,6
14000000,17334,en,The Other End of the Line,3.393648,29/10/2008,0,106,6.1,50
0,1698,de,Anatomie,5.025938,03/02/2000,0,103,6.1,61
2500000,20764,en,Sleep Dealer,4.624691,10/12/2008,107559,90,6,40
2500000,45132,en,Super,12.204569,09/09/2010,324138,96,6.6,441
0,76706,en,Christmas Mail,0.630226,01/12/2010,0,89,5,15
2500000,254472,de,Stung,4.270489,03/07/2015,0,87,4.9,63
35000000,332285,en,Antibirth,3.674294,02/09/2016,0,94,4.8,40
2400000,49471,en,Get on the Bus,4.623059,16/10/1996,5731103,120,7,11
0,13569,en,Thr3e,1.946715,01/12/2006,0,101,4.8,21
30000000,7512,en,Idiocracy,27.940093,01/09/2006,495303,84,6.3,664
2500000,356216,en,The Rise of the Krays,1.759506,29/08/2015,0,110,4.5,19
2380000,11798,en,This Is England,8.395624,12/09/2006,8176544,101,7.4,363
2500000,146631,en,U.F.O.,8.248149,14/12/2012,0,101,3.1,47
2361000,43546,en,Bathing Beauty,0.628051,01/07/1944,6892000,101,7,4
2450000,61038,en,Go for It!,0.500753,13/05/2011,0,105,4.6,5
0,78373,en,"Dancer, Texas Pop. 81",0.376662,01/05/1998,565592,97,10,1
2300000,17820,en,Show Boat,1.606314,13/07/1951,11000000,107,6.9,18
0,74457,en,Redemption Road,0.197264,26/08/2011,0,91,4.7,6
0,283384,en,The Calling,5.759493,05/08/2014,0,108,5.6,88
2000000,19933,en,The Brave Little Toaster,6.86302,09/07/1987,0,90,6.7,93
2280000,756,en,Fantasia,32.875469,13/11/1940,83320000,124,7.2,808
0,433715,en,8 Days,0.015295,15/06/2014,0,90,0,0
4000000,9728,en,Friday the 13th Part III,14.206525,13/08/1982,36690067,95,5.7,254
2200000,9731,en,Friday the 13th: A New Beginning,12.639469,22/03/1985,21930418,92,5.1,196
0,9916,en,The Last Sin Eater,2.371477,09/02/2007,0,117,6.2,11
0,309425,en,Do You Believe?,2.470443,20/03/2015,0,115,6.6,48
0,14156,en,Impact Point,1.532518,13/06/2008,0,90,5.7,5
2160000,43610,en,The Valley of Decision,0.1813,01/06/1945,9132000,119,5.8,4
2300000,360339,en,Eden,2.713171,22/10/2015,0,97,5.6,19
0,31163,en,Chicken Tikka Masala,0.258413,22/04/2005,0,90,3.5,5
0,297621,en,There's Always Woodstock,2.025701,14/11/2014,0,90,5.4,12
0,16205,en,Jack Brooks: Monster Slayer,2.659804,09/10/2007,0,85,5.7,59
2100000,887,en,The Best Years of Our Lives,8.38717,25/12/1946,23650000,172,7.6,143
0,9517,en,Bully,6.677093,15/06/2001,480811,113,6.7,125
0,6007,en,Elling,2.526356,16/03/2001,0,89,7,51
2100000,364083,en,Mi America,0.039007,16/10/2015,3330,126,0,0
1500000,8329,es,[REC],31.691617,10/04/2007,30448000,78,7.1,934
0,69640,en,Lies in Plain Sight,0.47909,03/10/2010,0,88,4.5,4
0,371085,en,Sharkskin,0.027801,01/01/2015,0,0,0,0
0,347548,en,Containment,2.122451,09/07/2015,0,77,5.1,36
0,322443,de,The Timber,0.803761,27/02/2015,0,81,4.1,15
2000000,657,en,From Russia with Love,41.298723,11/10/1963,78898765,115,6.9,760
0,28165,en,The Toxic Avenger Part II,1.791331,24/02/1989,0,96,5.3,39
2000000,11561,en,Sleeper,10.664202,17/12/1973,18344729,89,7,200
2000000,270303,en,It Follows,100.876794,04/02/2015,14674076,100,6.6,1832
2000000,11624,en,Everything You Always Wanted to Know About Sex *But Were Afraid to Ask,13.223111,06/08/1972,18016290,88,6.6,215
2000000,595,en,To Kill a Mockingbird,22.139842,25/12/1962,13129846,129,8,657
2000000,8810,en,Mad Max 2,37.117362,24/12/1981,24600832,95,7.3,957
0,12207,cn,醉拳二,15.046612,03/02/1994,0,102,7.2,242
2000000,226,en,Boys Don't Cry,15.557144,02/09/1999,11540607,118,7.2,353
2000000,92182,en,Silent House,11.66632,21/01/2011,13101672,85,5.2,125
2000000,582,de,Das Leben der Anderen,34.938177,15/03/2006,70000000,137,7.9,958
1000000,72213,en,Courageous,5.961119,30/09/2011,34522221,129,6.8,77
2000000,990,en,The Hustler,17.639478,25/09/1961,7600000,134,7.6,240
2000000,55604,en,Boom Town,1.867004,30/08/1940,9172000,119,6.5,8
8000000,9662,fr,Les triplettes de Belleville,13.944645,11/06/2003,1477676,80,7.3,231
0,20862,en,Smoke Signals,2.304552,16/01/1998,0,89,6.6,24
0,2771,en,American Splendor,7.792851,15/08/2003,6003587,101,7.1,120
2700000,80,en,Before Sunset,14.799323,10/02/2004,15992615,80,7.6,718
2000000,55,es,Amores perros,23.281616,16/06/2000,20908467,154,7.6,521
2000000,11023,en,Thirteen,20.331593,20/08/2003,4601043,100,6.7,339
2000000,33667,en,Gentleman's Agreement,5.381536,11/11/1947,7800000,118,6.8,47
2000000,39013,en,Winter's Bone,20.834883,11/06/2010,13831503,100,6.8,565
0,11194,en,Touching the Void,14.045887,05/09/2003,13885802,106,7.6,138
2000000,43839,en,Alexander's Ragtime Band,0.483974,24/05/1938,4000000,106,4.8,6
0,1382,en,Me and You and Everyone We Know,9.719094,17/06/2005,0,90,7,107
2000000,44639,en,Inside Job,16.930914,08/10/2010,7871522,109,7.7,286
6000000,301351,en,We Are Your Friends,28.819424,26/08/2015,11122090,96,6.3,658
0,4816,en,Ghost Dog: The Way of the Samurai,18.223139,13/09/1999,0,116,7.2,298
2000000,7873,en,Harsh Times,12.999023,11/09/2005,5967038,120,6.3,197
2000000,331190,en,Captive,6.728882,17/09/2015,2801508,97,5.6,92
2000000,15186,en,Full Frontal,1.95686,02/08/2002,2506446,96,4.8,26
0,17994,en,Witchboard,7.151154,31/12/1986,0,98,5.9,58
2000000,1378,en,Shortbus,14.846001,20/05/2006,5179037,101,6.3,140
2000000,8885,he,Vals Im Bashir,14.08251,25/06/2008,11125849,90,7.8,291
2000000,48382,en,"The Book of Mormon Movie, Volume 1: The Journey",0.031947,12/09/2003,1672730,120,5,2
2000000,12901,en,No End in Sight,2.283796,27/07/2007,1431623,102,7.2,23
2000000,250124,en,The Diary of a Teenage Girl,18.224326,07/08/2015,1477002,98,6.8,279
2000000,14284,en,In the Shadow of the Moon,3.43159,19/01/2007,0,109,7.6,31
0,57120,en,Meek's Cutoff,4.749885,05/09/2010,876302,104,6.5,77
2000000,12228,en,Inside Deep Throat,3.980072,11/02/2005,653621,92,6.8,31
0,22617,en,Dinner Rush,1.096355,01/09/2000,0,99,7.1,19
0,55561,en,Clockwatchers,1.196943,01/01/1997,0,96,5.6,13
2000000,42889,en,The Virginity Hit,3.125382,10/09/2010,563706,120,4.6,19
2000000,10656,fr,Subway,5.261065,10/04/1985,390659,104,6.3,86
0,24363,en,House of D,6.337735,15/04/2005,0,97,6.1,23
0,13121,en,Teeth,7.359286,19/01/2007,0,94,5.2,210
2000000,24746,en,Six-String Samurai,1.892183,18/09/1998,124494,91,5.8,36
0,325140,en,Hum To Mohabbat Karega,0.001186,26/05/2000,0,0,0,0
2000000,12109,en,It's All Gone Pete Tong,3.911445,12/09/2004,120620,90,7.1,52
3800000,27023,en,Saint John of Las Vegas,2.559806,10/06/2009,111731,84,5.9,18
0,22913,en,24 7: Twenty Four Seven,0.744406,31/08/1997,0,96,6.3,10
13500000,273899,en,Stonewall,5.16023,18/09/2015,187674,129,5.2,32
7000000,20653,en,Roadside Romeo,0.253595,24/10/2008,1100000,93,6.7,3
0,67373,en,This Thing of Ours,0.046868,01/01/2005,0,100,5,1
0,171759,en,The Lost Medallion: The Adventures of Billy Stone,2.952932,01/03/2013,0,97,5.6,13
0,206296,en,The Last Five Years,5.563068,03/11/2014,0,94,5.5,143
0,35219,en,The Missing Person,1.161034,16/01/2009,0,95,6.4,9
2000000,28260,en,Return of the Living Dead 3,7.502934,01/10/1993,54207,97,5.9,88
0,7515,en,London,5.350423,10/02/2005,0,92,6.1,96
2000000,13075,en,Sherrybaby,4.261509,08/09/2006,622806,96,6.3,41
0,335866,en,Circle,6.752141,02/10/2015,0,87,6,333
0,13510,en,Eden Lake,20.362373,12/09/2008,3983997,91,6.7,406
0,215881,en,Plush,5.099368,13/09/2013,0,98,5.4,40
0,18238,en,Lesbian Vampire Killers,6.632891,16/03/2009,0,86,5.3,124
0,22600,en,Jerusalema,1.717376,11/02/2008,0,120,6.8,16
0,12612,en,Freeze Frame,4.922397,01/05/2004,0,99,6.9,18
1000000,50698,en,Grave Encounters,13.222268,09/09/2011,0,92,6.1,381
100000,115210,en,Stitches,7.447714,19/05/2012,95000,86,5.5,92
2000000,34335,en,Nine Dead,9.68793,01/01/2010,0,98,5.2,84
2,459488,en,"To Be Frank, Sinatra at 100",0.050625,12/12/2015,0,,0,0
2000000,11302,en,Bananas,5.941852,28/04/1971,11833696,82,6.7,165
0,119458,en,$upercapitalist,0.174311,10/08/2012,0,103,3.5,2
0,20406,en,Rockaway,0.361554,07/07/2007,0,76,5.8,2
2300000,3766,en,The Lady from Shanghai,8.055084,24/12/1947,0,87,7.2,102
2000000,18616,en,No Man's Land: The Rise of Reeker,4.346271,01/05/2008,0,88,4.4,27
14000000,18808,en,Highway,3.419685,01/01/2002,0,97,5.6,37
2000000,95755,en,Small Apartments,5.100741,10/03/2012,0,96,5.7,50
0,198062,en,Coffee Town,2.253589,09/07/2013,0,87,6.7,45
0,188652,en,The Ghastly Love of Johnny X,0.209475,26/04/2013,0,106,6.6,8
0,174311,en,All Is Bright,3.613577,10/09/2013,0,107,5.3,36
0,12602,de,Die Schlangengrube und das Pendel,1.296784,05/10/1967,0,85,6.3,12
7000000,153795,en,Straight A's,4.50829,16/01/2013,0,88,5.2,46
0,17768,en,A Funny Thing Happened on the Way to the Forum,8.902102,16/10/1966,0,99,6.1,24
0,13516,en,Slacker Uprising,1.619635,27/09/2007,0,102,5.9,10
0,98549,en,The Legend of Hell's Gate: An American Conspiracy,1.002585,03/03/2011,0,108,3.9,8
0,312793,en,Walking with the Dead,1.332804,20/03/2015,0,90,4.2,35
2000000,309919,en,The Curse of Downers Grove,2.00163,21/08/2015,0,89,4.4,24
2000000,299553,en,Shark Lake,1.187764,02/10/2015,0,92,4.4,19
19000000,21309,en,River's Edge,6.463806,27/08/1986,0,99,6.7,59
0,32235,en,Northfork,1.980265,01/01/2003,0,103,6.7,24
1950000,329540,en,The Marine 4: Moving Target,3.696123,10/04/2015,0,90,5.8,49
1987650,26388,en,Buried,32.841229,24/09/2010,19152480,94,6.6,827
0,49020,en,Submarine,8.518866,18/03/2011,864659,97,7.4,443
0,159037,ar,The Square,4.892203,07/06/2013,0,88,7.8,55
0,12838,fr,Chacun sa nuit,4.665026,21/07/2006,0,95,5.8,12
0,157293,hi,एबीसीडी,1.294967,07/02/2013,222000,160,5.6,10
0,14048,en,Man on Wire,14.331992,25/07/2008,2957978,94,7.5,275
0,356987,en,Abandoned,3.068463,30/08/2015,0,82,5.8,27
1900000,295886,en,Brotherly Love,1.367751,24/04/2015,0,89,6.9,21
1800000,38358,en,The Last Exorcism,14.838986,27/08/2010,67738090,87,5.6,328
0,33511,en,Nowhere Boy,1.950959,25/12/2009,0,98,7.2,244
1800000,702,en,A Streetcar Named Desire,14.884756,18/09/1951,8000000,125,7.6,281
1800000,935,en,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,41.996783,29/01/1964,9440272,95,8,1442
1800000,542,es,El Crimen del Padre Amaro,2.179428,01/10/2002,0,118,6.2,36
1800000,84175,en,Beasts of the Southern Wild,12.471239,29/06/2012,21107746,93,6.8,403
1700000,1705,en,Battle for the Planet of the Apes,13.315383,15/06/1973,8844595,93,5.5,215
0,62677,en,Songcatcher,3.363321,01/03/2001,0,109,5.6,9
2000000,50875,en,Higher Ground,1.699101,26/08/2011,841733,109,5.3,14
0,260778,ta,வாலு,0.320387,14/08/2015,0,155,6.7,5
0,58492,en,The Greatest Movie Ever Sold,0.692497,22/04/2011,621951,87,6.4,88
0,44562,en,Ed and His Dead Mother,0.023436,04/06/1993,0,93,5.5,12
0,37232,en,Travellers and Magicians,0.749699,09/09/2003,0,108,6.8,9
1800000,4929,en,Hang 'em High,11.756943,31/07/1968,6800000,114,6.7,192
0,36334,en,Deadline - U.S.A.,0.225627,14/03/1952,0,87,6.9,17
0,9783,en,Sublime,6.833164,15/06/2007,0,113,5.3,33
0,386826,en,A Beginner's Guide to Snuff,0.060127,04/03/2016,0,87,0,0
1800000,205126,en,Independence Daysaster,1.959405,27/06/2013,0,86,4.2,22
1800000,98557,en,Dysfunctional Friends,0.21544,03/02/2012,0,101,5,4
1530000,104,de,Lola rennt,27.36562,20/08/1998,7267585,81,7.2,664
500000,10894,en,May,8.650779,13/01/2002,150277,93,6.3,152
1493619,246449,en,Against the Wild,2.492747,29/12/2013,0,90,4.9,19
0,32579,es,La misma luna,2.756435,20/03/2008,23311391,106,7,28
1700000,1688,en,Conquest of the Planet of the Apes,18.828683,29/06/1972,9700000,88,6.1,236
1700000,1999,en,In the Bedroom,6.979638,23/11/2001,0,130,6.4,89
2000000,43947,en,I Spit on Your Grave,26.281839,17/06/2010,572809,108,6.3,519
1700000,24066,en,"Happy, Texas",2.079125,03/12/1999,1943649,98,5.5,39
0,9709,en,My Summer of Love,3.939753,20/08/2004,0,86,6,59
1000000,191714,hi,Dabba,14.017809,19/09/2013,4235151,104,7.3,221
0,25312,en,Yes,3.677831,05/08/2005,0,100,5.9,7
1644736,34106,en,You Can't Take It With You,3.426314,23/08/1938,7433101,126,7.2,79
1650000,11426,en,From Here to Eternity,6.915201,04/08/1953,30500000,118,7.2,133
1600000,13909,en,She Wore a Yellow Ribbon,8.535178,22/10/1949,5400000,103,7.1,61
0,206284,en,Grace Unplugged,2.160586,04/10/2013,0,102,6,24
0,27455,en,Foolish,0.796009,09/04/1999,6033999,84,6.3,3
0,66468,en,N-Secure,0.13456,15/10/2010,2592808,0,4.3,4
0,7973,ar,سكر بنات,4.554574,01/07/2007,0,96,6.8,52
0,283686,en,Out of the Dark,3.215465,27/08/2014,0,92,4.6,55
0,15976,he,Ha-Buah,1.49436,06/06/2006,0,114,7.6,20
1600000,592,en,The Conversation,20.810292,07/04/1974,4420000,113,7.5,372
0,74084,hi,दिल जो भी कहे,0.122704,07/12/2006,0,0,0,0
0,1651,fr,La sirène du Mississipi,3.654018,18/06/1969,0,123,6.7,32
0,25428,en,I Love Your Work,3.313339,05/10/2003,0,111,6.5,2
0,298584,en,Cabin Fever,5.379319,12/02/2016,0,99,4.4,111
2000000,10758,en,Waitress,9.67299,25/05/2007,22179430,108,6.7,129
1500000,11690,en,Bloodsport,17.49699,26/02/1988,11806119,92,6.6,363
1500000,3083,en,Mr. Smith Goes to Washington,12.2624,19/10/1939,9600000,129,7.9,241
1500000,9344,en,Kids,13.291991,28/07/1995,7412216,91,6.8,279
1500000,10707,en,The Squid and the Whale,13.788054,05/10/2005,11098131,81,6.9,226
1000000,15647,en,Kissing Jessica Stein,3.990215,21/04/2001,10013424,97,5.9,48
17000000,308529,en,Kickboxer: Vengeance,6.526588,14/07/2016,0,90,4.5,99
1500000,4174,en,Spellbound,11.145915,28/12/1945,7000000,111,7.3,160
0,20156,en,Exotica,5.446832,24/09/1994,0,103,6.5,64
1500000,9464,en,Buffalo '66,10.009994,20/01/1998,2375097,110,7.1,166
1500000,49018,en,Insidious,58.594852,13/09/2010,97009150,103,6.8,1737
1500000,13820,en,Repo Man,11.35344,20/02/1984,2300000,92,6.7,144
1500000,18079,es,Nueve Reinas,8.589355,31/08/2000,0,114,7.4,153
0,127918,en,The Gatekeepers,2.828303,09/07/2012,0,101,6.5,39
1500000,17113,en,The Ballad of Jack and Rose,3.618646,25/03/2005,712294,111,6.5,43
1500000,129139,en,The To Do List,15.017068,24/07/2013,3566225,104,5.5,342
1500000,507,en,Killing Zoe,5.817519,01/10/1993,418961,96,6.1,111
1500000,4012,en,The Believer,9.856826,19/01/2001,416925,98,6.8,151
0,14054,en,Snow Angels,4.262374,07/03/2008,414404,106,6.5,48
0,323271,en,Unsullied,0.06124,28/08/2015,0,93,3,1
1500000,10972,en,Session 9,11.064228,10/08/2001,373967,100,6.2,251
0,13066,en,I Want Someone to Eat Cheese With,1.742383,01/01/2006,0,80,5.7,12
0,66025,en,Mooz-lum,0.414754,11/02/2011,330048,95,4.5,3
0,11908,en,Hatchet,12.677016,27/04/2006,0,83,5.7,159
1,3082,en,Modern Times,28.27648,05/02/1936,8500000,87,8.1,856
0,39541,en,Stolen Summer,0.87066,22/03/2002,0,91,6.4,9
1500000,1961,en,My Name Is Bruce,7.5591,01/10/2007,173066,86,5.9,107
1500000,51820,en,The Salon,2.02817,13/01/2005,0,0,3.5,1
1500000,291362,en,Road Hard,0.859014,06/03/2015,0,97,6.6,8
1500000,30082,en,Forty Shades of Blue,0.071377,07/12/2005,0,108,6,2
1200000,72913,en,Amigo,0.193172,14/07/2010,0,128,6,2
1500000,23963,en,Pontypool,4.680206,06/03/2009,32000,93,6.6,183
2000000,29406,en,Trucker,1.20173,24/04/2008,0,90,6.8,16
1,361505,en,Me You and Five Bucks,0.094105,07/07/2015,0,90,10,2
1500000,104755,en,The Lords of Salem,14.504326,10/09/2012,1165882,101,5.1,242
0,253306,en,Housebound,10.322858,04/09/2014,0,109,6.5,358
0,29595,en,Wal-Mart: The High Cost of Low Price,1.404175,04/11/2005,0,98,6.9,24
1,46729,en,Fetching Cody,0.077876,01/10/2005,0,87,6.8,6
0,294600,en,Last I Heard,0.35819,01/01/2013,0,98,6,1
9000000,137347,en,Closer to the Moon,9.159265,29/11/2013,0,112,6.4,13
0,290370,en,Mutant World,1.893697,27/09/2014,1500000,85,2.6,9
0,426469,en,Growing Up Smith,0.71087,03/02/2017,0,102,7.4,7
0,356841,en,Checkmate,1.105357,03/07/2015,0,102,4.2,13
1500000,301325,de,#Horror,2.815228,20/11/2015,0,90,3.3,52
0,347755,en,Wind Walkers,0.446858,28/01/2016,0,93,7.5,6
1488423,408,en,Snow White and the Seven Dwarfs,80.171283,20/12/1937,184925486,83,6.9,1914
1400000,44413,es,La niña santa,0.684881,06/05/2004,0,106,6.8,10
1455000,39209,en,Shalako,3.598457,06/11/1968,2620000,113,5.4,12
1,48463,en,Incident at Loch Ness,1.452152,17/12/2004,0,94,5.9,18
2000000,394047,en,The Dog Lover,1.193219,08/07/2016,0,101,5.3,6
3150000,312791,en,GirlHouse,8.039223,16/10/2014,0,100,5.2,97
0,266034,fr,La chambre bleue,2.486992,16/05/2014,0,75,6.2,32
0,280381,en,House at the End of the Drive,0.43049,11/01/2014,0,91,0,0
1377800,2661,en,Batman,9.815394,30/07/1966,0,105,6.1,203
1350000,100,en,"Lock, Stock and Two Smoking Barrels",16.032594,05/03/1998,3897569,105,7.5,1648
0,218500,en,The Ballad of Gregorio Cortez,0.592821,19/08/1983,0,104,0,0
1300000,309,da,Festen,10.240917,20/05/1998,0,105,7.7,207
0,27845,en,Trees Lounge,3.443916,11/10/1996,0,95,6.7,51
1300000,25784,vi,Vượt Sóng,0.072066,22/02/2006,639000,135,5,1
0,52790,en,The Basket,0.430758,05/05/2000,619042,105,6.5,6
0,100275,en,Eddie: The Sleepwalking Cannibal,0.143784,22/04/2012,1632,79,6.1,30
0,295914,ky,Kurmanjan Datka. Queen of the Mountains,0.077873,22/08/2014,0,135,0,0
0,42033,en,Def-Con 4,0.319792,15/03/1985,0,88,2.8,10
1000000,19187,en,The Hebrew Hammer,1.600797,01/01/2003,0,85,5.9,18
0,46415,en,Neal 'n' Nikki,0.285131,09/12/2005,0,122,2.3,4
0,38570,en,The 41–Year–Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,5.628399,08/06/2010,0,82,3.2,34
0,27588,en,Forget Me Not,5.065752,22/10/2009,0,103,5,66
1288000,223,en,Rebecca,18.426825,12/04/1940,6000000,130,7.7,336
1250000,9725,en,Friday the 13th Part 2,16.517777,01/05/1981,21722776,87,6,315
1250000,28580,en,The Lost Weekend,6.903314,25/11/1945,11000000,101,7.4,112
1250000,23730,en,C.H.U.D.,4.45544,31/08/1984,3412497,88,5.3,62
0,84197,en,Filly Brown,0.106949,19/04/2013,0,100,5.9,10
15000000,46256,en,The Lion of Judah,0.165909,03/06/2011,0,87,5.8,2
1250000,19997,en,Niagara,9.903992,21/01/1953,8500000,92,6.7,79
1250000,43266,en,How Green Was My Valley,7.70019,28/10/1941,6000000,118,6.8,72
0,278316,en,Da Sweet Blood of Jesus,4.480579,22/06/2014,0,123,4.1,13
1200000,1412,en,"Sex, Lies, and Videotape",10.869492,18/08/1989,0,100,6.7,185
1200000,176,en,Saw,63.655973,01/10/2004,103911669,103,7.2,2184
3000000,39939,en,Super Troopers,16.312803,18/01/2001,18492362,100,6.6,362
1,357834,en,The Algerian,0.025364,07/08/2015,0,99,0,0
1300000,215924,es,Los insólitos peces gato,1.473405,10/08/2013,0,87,5.7,17
0,480,hi,Monsoon Wedding,8.109958,30/08/2001,0,114,6.8,57
0,14295,en,You Can Count on Me,7.142448,17/11/2000,0,111,6.8,88
1200000,11219,en,The Trouble with Harry,6.920873,03/10/1955,7000000,99,6.9,149
0,20770,en,But I'm a Cheerleader,4.826908,12/09/1999,0,85,6.5,101
1200000,176124,en,Home Run,3.085411,19/04/2013,2861020,114,6.3,24
1200000,500,en,Reservoir Dogs,66.925866,02/09/1992,14661007,99,8,3697
0,60400,en,The Blue Bird,1.280733,19/01/1940,0,88,6.4,8
1200000,429,it,"Il buono, il brutto, il cattivo",88.377076,23/12/1966,6000000,161,8.1,2311
0,310569,pt,Que Horas Ela Volta?,9.683622,08/02/2015,0,110,7.8,165
1250000,98369,en,Blue Like Jazz,1.6116,13/04/2012,0,106,5.8,25
0,114065,en,Down & Out With The Dolls,0.002386,20/03/2003,0,88,0,0
900000,89750,en,"Pink Ribbons, Inc.",0.097913,11/09/2011,25000,97,6.8,6
1200000,49951,en,Certifiably Jonathan,0.047781,01/03/2007,0,85,0,0
1344000,86331,fr,Q,20.422246,14/09/2011,0,103,4.1,140
0,355629,en,La Navaja De Don Juan,0.021678,27/10/2013,0,98,0,0
0,16433,en,Grand Theft Parsons,1.998557,18/06/2003,0,88,6,11
0,15544,en,Extreme Movie,8.148187,05/12/2008,0,88,3.9,44
1200000,43884,en,The Charge of the Light Brigade,2.968235,20/10/1936,2736000,115,6.8,18
0,107315,en,Below Zero,1.36514,22/10/2011,0,0,4.4,12
1200000,137955,en,Crowsnest,0.057564,01/01/2012,0,84,4.8,12
2600000,13064,en,Airborne,8.001156,17/09/1993,2850263,91,6.1,20
1200000,59917,en,Cotton Comes to Harlem,1.079125,27/05/1970,0,97,6.7,13
0,157422,en,The Wicked Within,1.906151,16/10/2015,0,91,4.2,26
0,310933,en,Bleeding Hearts,0.100533,01/06/2013,0,0,2,1
3000000,7553,en,Waiting...,10.230583,07/10/2005,18637690,94,6.2,237
0,12877,en,Dead Man's Shoes,12.818441,29/09/2004,0,90,7.2,151
1100000,39895,en,From a Whisper to a Scream,1.220072,25/09/1987,1400000,99,6.8,15
0,102840,en,Sex With Strangers,0.014406,22/02/2002,0,0,5,1
1596010,55616,en,Dracula: Pages from a Virgin's Diary,0.552361,28/02/2002,0,75,6.9,8
0,29697,en,Faith Like Potatoes,0.147886,27/10/2006,0,97,6,9
1100000,50037,en,Beyond the Black Rainbow,7.717237,03/12/2010,0,110,5.7,77
1100000,94329,id,Serbuan maut,40.285095,08/09/2011,4105187,101,7.3,1055
0,53502,en,The Dead Undead,0.249457,13/05/2010,0,90,3.1,6
0,202604,en,The Vatican Exorcisms,0.447166,29/05/2013,0,0,4.4,11
878000,289,en,Casablanca,43.729123,26/11/1942,10462500,102,7.9,1422
0,27374,en,Lake Mungo,4.653047,17/06/2008,0,84,6.1,90
1250000,26815,hi,Rocket Singh: Salesman of the Year,3.000435,11/12/2009,0,156,7,27
1000000,811,en,Silent Running,11.095414,09/03/1972,0,89,6.3,177
1000000,1366,en,Rocky,72.19808,21/11/1976,117235147,119,7.5,1791
0,244776,en,The Sleepwalker,0.926084,20/01/2014,0,92,4.1,7
1000000,5769,en,Tom Jones,2.833166,06/10/1963,37600000,128,6.1,39
1000000,277685,en,Unfriended,41.972329,17/04/2015,62882090,82,5.5,1047
1300000,103,en,Taxi Driver,58.845025,07/02/1976,28262574,114,8,2535
1000000,11298,en,The Howling,6.532855,03/04/1981,17985893,91,6.4,161
950000,646,en,Dr. No,48.901542,04/10/1962,59600000,110,6.9,940
0,93856,en,Chernobyl Diaries,20.649145,24/05/2012,18112929,88,4.9,483
1000000,9003,en,Hellraiser,22.583834,11/09/1987,14564027,94,6.9,449
5000000,347126,en,God's Not Dead 2,6.96858,01/04/2016,23507567,121,5.7,72
1000000,10092,en,Cry_Wolf,6.926926,16/09/2005,10047674,90,5.6,126
1000000,10643,ja,Gojira ni-sen mireniamu,3.322721,11/12/1999,10037390,107,5.9,43
3500000,46705,en,Blue Valentine,26.881611,27/12/2010,16566240,112,6.9,890
1000000,546,en,Transamerica,9.773398,23/12/2005,13350369,103,6.9,144
1000000,76487,en,The Devil Inside,13.152822,06/01/2012,101758490,83,4.6,262
2090000,5722,en,Beyond the Valley of the Dolls,4.289003,17/07/1970,40000000,109,6.6,53
1000000,39833,en,Love Me Tender,1.444258,15/11/1956,9000000,89,5.5,21
1000000,1781,en,An Inconvenient Truth,14.139004,24/01/2006,46243000,100,6.7,251
1000000,18712,en,Sands of Iwo Jima,3.851,14/12/1949,7800000,100,6.2,33
0,7944,en,Shine a Light,2.162522,07/02/2008,0,122,7.2,44
5000000,171424,en,The Green Inferno,17.845161,04/09/2014,6833445,100,5,349
0,361475,en,Departure,0.42583,20/05/2016,0,109,7.5,12
1000000,113947,en,The Sessions,9.115486,02/05/2012,9138338,98,6.6,179
0,18570,en,"Food, Inc.",15.017162,07/09/2008,0,94,7.4,217
0,83860,en,October Baby,1.86221,30/10/2011,5355847,107,6.8,35
0,41469,en,Next Stop Wonderland,1.334481,21/08/1998,0,96,6,20
0,244772,en,The Skeleton Twins,15.699363,18/01/2014,5284309,90,6.7,292
